setting,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auroc_mean,auroc_std,auprc_mean,auprc_std
fedavg_full208,0.8968713315980196,0.0006640909174429258,0.4267982709441817,0.004881960991292761,0.31960461285008235,0.0064976164559029225,0.36548948824734206,0.005693793500739375,0.811183376154087,0.0015328362796227274,0.355559986549847,0.003300881750539263
fedavg_101_filtered,0.8931014010923771,0.0008485724946263299,0.4175986516491654,0.005548413515186184,0.33019460138104206,0.004043973235004754,0.36878810430052805,0.004664940750677369,0.8034322304531871,0.0011190767121617264,0.3592332890962009,0.003584364039360953
