hospitalid,auroc,auprc,n
63,0.7771739130434783,0.23292405693721482,100
66,0.7853881278538812,0.10886901047084113,76
73,0.8215843023255814,0.34769188921895744,683
79,0.7493540051679587,0.22660663765080905,144
110,0.7759831460674157,0.31691112268472094,194
122,0.8260631644777987,0.41910558181099977,367
141,0.7648423005565863,0.36915340277113573,168
142,0.8305144467935166,0.5294815778042526,205
143,0.6840796019900498,0.13255855618600718,73
144,0.7369281045751634,0.22638176638176638,77
146,0.7942386831275721,0.3498035780644476,87
148,0.8326340326340327,0.42766483568837166,158
152,0.9090909090909092,0.5903842205225605,95
154,0.7947916666666666,0.5011296753716662,92
157,0.7723577235772359,0.46359402024280105,97
165,0.7803030303030303,0.5555821992940959,150
167,0.8213305898491083,0.5189080812958072,279
171,0.8648233486943164,0.42453102453102454,100
176,0.7684770436730123,0.4049801036880701,207
181,0.860248447204969,0.6116800108416497,106
183,0.769172932330827,0.45203665492485523,211
184,0.8271213322759715,0.5201912947456242,110
188,0.8578029415592867,0.5120263425834926,433
195,0.9074675324675325,0.3428014967488652,162
197,0.8306337027564649,0.3779095147685112,224
198,0.5,0.0880273330371872,92
199,0.8358372779035467,0.5362077832437471,382
202,0.8581818181818183,0.5173614561315096,86
206,0.7845201238390093,0.5720336428716846,104
207,0.9661016949152543,0.7777777777777777,62
208,0.697953544598912,0.3109773819808059,350
210,0.8646616541353384,0.5475641869651087,64
215,0.9076923076923076,0.8060928719313811,72
217,0.8596918085969181,0.4311417515371553,155
220,0.8932874354561101,0.5065310739680488,90
224,0.7886904761904762,0.23870214752567698,62
226,0.8226495726495726,0.4244702394490973,133
227,0.860248447204969,0.5741607789033876,152
243,0.8094268092570588,0.3448986643061959,454
244,0.8319327731092436,0.2911375725276423,128
248,0.7980099502487562,0.5341996056451868,216
252,0.7970318878958402,0.3600525458711743,395
256,0.8376068376068376,0.24523809523809526,81
259,0.7165178571428572,0.5025731823186916,78
264,0.7636566332218506,0.23047231913335903,649
268,0.8587570621468925,0.5255226238998169,68
269,0.8400900900900901,0.33881886087768437,80
271,0.9052631578947369,0.4153133903133903,101
272,0.8684684684684685,0.24343786295005804,116
275,0.8101694915254237,0.5250724637681159,64
277,0.9202702702702703,0.5691455766455766,158
279,0.7828282828282828,0.16919191919191917,69
280,0.8831168831168832,0.26547285580899027,128
281,0.8350183823529411,0.18097272784266705,288
282,0.8337078651685393,0.6100694444444444,94
283,0.7941350710900474,0.25013703467214243,227
300,0.7510766580534022,0.23474217055020896,423
301,0.9315476190476191,0.5959546200925512,103
307,0.7521506626365961,0.4381212294984868,210
310,0.7150943396226415,0.09432260484892063,111
318,0.7053968253968254,0.28934615711843836,120
331,0.6839887640449439,0.13719332012854177,186
336,0.8697552447552448,0.4381343547881144,115
338,0.7379606734958201,0.2020783121388506,485
345,0.7354997943233238,0.2617988899053335,200
353,0.7164179104477612,0.21753663003663004,72
357,0.74609375,0.14772727272727273,68
365,0.6907467532467533,0.25471072217825463,183
382,0.8170289855072463,0.39046337511444085,146
384,0.7525773195876289,0.48126651658829384,110
387,0.7323232323232324,0.3736083165660631,72
388,0.8391462779802187,0.4244696847374747,130
390,0.8929523809523809,0.5201977361806811,146
391,0.8034722222222223,0.473668665803509,111
392,0.7905405405405406,0.5561184322213735,88
394,0.8574139333152616,0.3550008890083482,234
396,0.7846153846153845,0.2071509917098152,71
400,0.8080746601744776,0.6068044201401213,190
403,0.8525592055003819,0.4781048444349959,130
407,0.854978354978355,0.4959025117071094,83
411,0.8055178652193579,0.3766567873462766,223
413,0.7120879120879121,0.1228100438667788,223
416,0.8494117647058823,0.31305403238548485,242
417,0.7442389758179232,0.33914797813601155,204
420,0.84996112982638,0.5890306850770758,522
421,0.8052631578947368,0.6399137852373443,67
435,0.7022569444444444,0.23452306151514282,160
440,0.8166539343009931,0.37463599379925955,130
443,0.6746803069053708,0.24161607919961162,446
444,0.857737682165163,0.3560965663298643,142
449,0.7852461123248939,0.3699077466669258,282
452,0.7937356760886173,0.4977118229713384,94
458,0.8501150483202946,0.5213471665709001,463
459,0.8830409356725147,0.5512987012987013,63
