hospitalid,auroc,auprc,n
63,0.7513586956521738,0.19220242966622453,100
66,0.776255707762557,0.10900673400673401,76
73,0.8158430232558139,0.3358405917922209,683
79,0.7348837209302326,0.19730859391555172,144
110,0.7728230337078651,0.31644945486963966,194
122,0.8144152595372107,0.40186188062129935,367
141,0.7453617810760668,0.3437775884131595,168
142,0.8195912614517266,0.5278068253233305,205
143,0.7014925373134329,0.144058229352347,73
144,0.7336601307189543,0.23212346383961796,77
146,0.7921810699588477,0.4012289562289562,87
148,0.8237762237762237,0.4086203236026153,158
152,0.8755411255411255,0.568396347721377,95
154,0.7791666666666666,0.4675037695193012,92
157,0.7609756097560976,0.4678906652221373,97
165,0.7689393939393939,0.5025989794508444,150
167,0.8164151806127115,0.4992010631036352,279
171,0.8402457757296466,0.40275873195127854,100
176,0.7533594624860023,0.3930606932790676,207
181,0.8633540372670808,0.5950217189502903,106
183,0.7478696741854636,0.4240856963212916,211
184,0.8017446471054719,0.467164373462894,110
188,0.86300924118183,0.5033765849467218,433
195,0.9147727272727273,0.4058163531870429,162
197,0.8155726058539359,0.33032899999345977,224
198,0.5368217054263565,0.09086284086284087,92
199,0.827193524044728,0.5180352215081963,382
202,0.8218181818181818,0.5058244154835064,86
206,0.7739938080495357,0.5469253731995011,104
207,0.9378531073446328,0.7380952380952381,62
208,0.6987306795613504,0.3053699248827137,350
210,0.849624060150376,0.5122448979591836,64
215,0.9142857142857141,0.7724489795918368,72
217,0.8621248986212489,0.4239410068008348,155
220,0.8932874354561102,0.5168498168498168,90
224,0.7738095238095238,0.22693602693602694,62
226,0.8226495726495726,0.42779341319346875,133
227,0.8669772256728778,0.5532894448436392,152
243,0.801391953827873,0.3112946000998249,454
244,0.8244631185807656,0.3060752100569782,128
248,0.7953565505804311,0.5535632574629085,216
252,0.7963698554562507,0.3562508963180233,395
256,0.858974358974359,0.25,81
259,0.6964285714285714,0.49973373304800095,78
264,0.7556233195619384,0.21479592961435098,649
268,0.8041431261770244,0.5163474708712803,68
269,0.8333333333333333,0.33345410628019323,80
271,0.9035087719298245,0.4069561157796452,101
272,0.8468468468468469,0.25924369747899156,116
275,0.7728813559322034,0.5283797729618163,64
277,0.8986486486486487,0.4996057166222083,158
279,0.7323232323232323,0.1703996486605182,69
280,0.8618654073199528,0.27612059316480214,128
281,0.8297334558823529,0.1775045625919825,288
282,0.8112359550561798,0.5294871794871794,94
283,0.7781398104265402,0.2304167396903227,227
300,0.7369365489520527,0.2311650144877329,423
301,0.9285714285714286,0.5828784505255094,103
307,0.7479655893978144,0.4005263636462814,210
310,0.7056603773584906,0.09521469521469522,111
318,0.6952380952380953,0.28786002989762893,120
331,0.6573033707865168,0.11753563141681404,186
336,0.8697552447552447,0.4528507212891377,115
338,0.7384905216060285,0.20041834242833212,485
345,0.7453722747840396,0.2710218789473627,200
353,0.7194029850746269,0.22083333333333333,72
357,0.74609375,0.1496498599439776,68
365,0.672077922077922,0.2184459410539974,183
382,0.8106884057971014,0.3321571170764719,146
384,0.7478191911181603,0.500760338092259,110
387,0.7171717171717171,0.3673719958202717,72
388,0.8308172826652784,0.4039743289077038,130
390,0.8918095238095237,0.45891709947783177,146
391,0.8048611111111112,0.45913010800858045,111
392,0.804054054054054,0.5528400641192932,88
394,0.8449444293846571,0.32891956270000816,234
396,0.7820512820512819,0.20953723798551385,71
400,0.8080746601744775,0.5961891508891086,190
403,0.8487394957983192,0.4938876266003373,130
407,0.8701298701298701,0.5048400673400674,83
411,0.8075531433740389,0.34303379696404573,223
413,0.698901098901099,0.1184539530726153,223
416,0.8371241830065359,0.2853881757743404,242
417,0.7479374110953058,0.34328899158979026,204
420,0.8433208084996113,0.5623698503349416,522
421,0.8122807017543858,0.6301258226867983,67
435,0.6818576388888888,0.2242821003689922,160
440,0.7937356760886172,0.33499815170773606,130
443,0.6611485700999767,0.23800617608140884,446
444,0.8452463566967383,0.345654714821616,142
449,0.7776635393908238,0.3572325252563846,282
452,0.7960275019098548,0.520270889362703,94
458,0.8381040036815463,0.5042288154729858,463
459,0.8713450292397662,0.5700854700854701,63
