mu,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auroc_mean,auroc_std,auprc_mean,auprc_std
0.001,0.8931132747565899,0.0008751542988145807,0.41761336778788943,0.005720426834419475,0.32994350282485874,0.004130742969582456,0.3686371717203357,0.004787727047770544,0.803303273044407,0.0011197076190175854,0.3591038428790616,0.0035570194017215707
0.01,0.8930182854428876,0.0008172583648739109,0.4168739406541938,0.005285071918091206,0.32893910860012554,0.0036603590049248593,0.3677216737990112,0.0043064201978639145,0.8024993699280131,0.0011622893665697701,0.3581399789436962,0.003572196329395336
0.1,0.8913915934457373,0.0010245121517981686,0.40627307462238277,0.0063869259132878775,0.3215317011927182,0.004220398321147922,0.35896430150050157,0.004932528472182591,0.7968781728698555,0.0012844076151326083,0.3495470371847691,0.0037638235177680605
